,report_text,Bioagressor,Disease,hazard_list,source_name
48,"Il est nécessaire de renforcer la surveillance. Mesures et techniques alternatives : Des aspersions de courte durée, en journée, peuvent limiter légèrement le développement de cet insecte. Les BSV sont disponibles en accès direct sur le site  (rubrique : Nos publications - Bulletin de santé du végétal) ou par abonnement en ligne gratuit sur le site  BSV CULTURES LÉGUMIÈRES DE PLEIN CHAMP Région Poitou-Charentes Bulletin n° 131 du 23 juillet 2014 Page 8 / 8 Mouche mineuse du poireau (Phytomyza gymnostoma) Pas de signalement de piqûres de nutrition sur les plants de ciboulette mis en place pour ce suivi. Évaluation du risque : faible. Action pilotée par le ministère",1,0,#mouche mineuse #mineuse #mouche ,BSV_Cultures_Legumieres_No131_cle84872b
49,"chargé de l’agriculture, avec l’appui financier de l’Office National de l’Eau et des Milieux Aquatiques (ONEMA), par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018. Ce bulletin est rédigé par l'ACPEL avec la collaboration de référents par culture (techniciens des Chambres d'Agriculture de la Charente, de la Charente-Maritime et d'Indre et Loire et de la Vienne) sur la base d'observations réalisées par des producteurs et les entreprises de : Charentes-Alliance, techniciens production de melon, la coopérative AGROLEG, la coopérative UNIRE, des producteurs d'Agrobio Poitou- Charentes. Ce bulletin est réalisé à partir d'observations ponctuelles. Il a pour vocation de donner une tendance de la situation sanitaire régionale. Celle-ci ne peut être transposée telle quelle dans les parcelles de production légumières (conditions très variables). La Chambre Régionale d'Agriculture de Poitou-Charentes et le rédacteur dégagent toute responsabilité quant aux décisions prises par les producteurs pour la protection de leurs cultures. Elle les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées dans leurs parcelles. Les BSV sont disponibles en accès direct sur le site  (rubrique : Nos publications - Bulletin de santé du végétal) ou par abonnement en ligne gratuit sur le site ",0,0,,BSV_Cultures_Legumieres_No131_cle84872b
50,"Bulletin N° du 28 mai 2014 Faits marquants Tavelure : des taches observées, surveillez vos vergers Carpocapse : premier vol en cours Drosophila suzukii : des captures… Les abeilles butinent, protégeons les ! Légende: L: contamination légère AG: Assez grave G: Grave Conta : contamination de type Angers Projetable: stock d'ascospores projetables Projeté: cumul des quantités projetées d'ascospores Heure indiquée = heure universelle (HU) Heure d ’hiver: HU + 1 Heure d ’été: HU + 2 Tavelure du pommier – Venturia inaequalis Fruits à pépins station 77 CHEVRY-COSSIGNY 77 COMPANS 78 POISSY 91 ABBEVILLE LA RIVIERE 95 VILLIERS LE SEC Contam ination projection gravité date durée d'humectation 0,08% AG 25-mai 25/05 23h au 26/05 16h 0,20% conta 27-mai 27/05 16h au 28/05 6h L 0,12% 25-mai 25/05 19h au 26/05 8h L 0,12% 26-mai 26/05 14h au 27/05 8h - 0,00% 28-mai 28/05 de 5h à 8h L 0,22% 25-mai 25/05 21h au 26/05 13h 0,00% conta 27-mai 27/05 21h au 28/05 8h G 0,44% 26-mai 26/05 1h au 28/05 8h stock de spores projeté : 99,30% projetable: 0,10% projeté : 100% projetable: 0% projeté : 99,68% projetable: 0,10% projeté : 99,38% projetable: 0,22% projeté : 99,75% projetable: 0,00% Dernières données météo : 28 mai 2014 8h (heure universelle).",1,1,#carpocapse #tavelure du pommier #tavelure ,bsv_2014_arbo_26_cle4c644c
53,"et 75% pour avoir des pontes. La majorité des pontes se fait dans les 5 jours suivant l’accouplement. Après accouplement, les femelles peuvent pondre durant une douzaine de",0,0,,bsv_2014_arbo_26_cle4c644c
54,jours. Fredon IDF Ci-dessous une représentation,0,0,,bsv_2014_arbo_26_cle4c644c
55,"du modèle Carpomme2, qui indique des périodes de risques élevés respectivement pour les pontes et les éclosions. Deux dates de premières captures ont été prises en compte celle en milieu urbain le 15 avril et celle en verger du 29 avril. vol des feme l les (1ère génération) début du vol intensi f ication du vol début des pontes Pontes (1è re géné ration) intensi f ication des pontes (risque é levé) 22/05 au… 18-avr début de s éclosions Eclosions (1ère génération) intensi f ication des éclosions (ri sque é levé) 12/06 au … 18-mai commune dpt Abbevi l le la Riviere 91 Boissy sans Avoir 78 Chevry Cossigny Poissy le roy premiè re s capture dans piege 15-avr 29-avr 15-avr 29-avr 15-avr 29-avr 15-avr 29-avr 16-avr 30-avr 16-avr",0,0,,bsv_2014_arbo_26_cle4c644c
57,"de nuisibilité est de 50 captures dans les 18 jours suivant la capture du premier papillon. Capua – Adoxophyes orana Le vol se confirme avec un site présentant des captures supérieures au seuil. Le seuil de nuisibilité est de 40 captures en 7 jours. Eulia ou tordeuse de la grappe – Argyrotaenia pulchellana Encore diminution des captures cette semaine, c’est la fin du premier vol. Aucun seuil de nuisibilité n’est fixé quant au premier vol, les chenilles s’attaquant aux feuilles. Archips podana Premières captures cette semaine. Archips rosana Pas encore de capture sur la région. Petite tordeuse – Cydia laborzewskii Des captures cette semaine sur 2 sites. Chancres Sur pommiers comme sur poiriers, de nombreux symptômes de feuillage et de flétrissement du dessèchement de rameaux sont observés dans les parcelles du réseau. Différents champignons peuvent causer ces symptômes, Monilia fructigena, Pseudomonas syringae et Nectria galligena. Un temps doux et humide est favorable au développement des chancres. Fredon Basse-Normandie Page 3 sur 8 Bulletin N° 26 du 28 mai 2014 Drosophila suzukii Tous Fruits C'est une drosophile très polyphage, qui peut pondre sur des fruits en cours de murissement (à la différence d'autres mouches des fruits, qui pondent sur fruits murs). Elle a un potentiel de ponte très important.",1,1,#chenille #tordeuse #mouche #flétrissement #chancre ,bsv_2014_arbo_26_cle4c644c
58,"Sur cerise, il est possible d'avoir des larves de Rhagoletis cerasi (mouche de la cerise) en même temps que les larves de Drosophila suzukii. Sa période d'activité se",1,0,#mouche de la cerise #mouche ,bsv_2014_arbo_26_cle4c644c
59,"de mars situe à peut novembre, elle avoir de 13 générations par an. Elle pond plusieurs œufs par fruits. La femelle, la plus grosse, a un ovipositeur très dur en dent de scies (photo à droite), capable de perforer des épidermes de fruits peu murs et de déposer ses œufs à l’intérieur. Les premières captures ont eu lieu dès la semaine 13 depuis il n’y a pas eu d’arrêt de capture dans les pièges de deux sites. Cette semaine pas",0,0,,bsv_2014_arbo_26_cle4c644c
60,"de capture sur le site des Alluets-le-roi (78), par contre légère augmentation des captures sur les trois autres sites. Ces captures interviennent beaucoup plus précocement qu’en 2012 et 2013 (respectivement semaine 19 et semaine 20). Les cerises précoces sont proches de leur maturité, la Drosophila suzukii peut donc potentiellement",0,0,,bsv_2014_arbo_26_cle4c644c
62,"Pommier Des températures douces (entre 10 et 20°C), et une forte hygrométrie sont favorables au développement du champignon. Les jeunes feuilles (jusqu’à 6 jours après leur sorties) sont particulièrement sensibles à la maladie, la période de pousse est une période à risque. Cette semaine, pas d’évolution",0,0,,bsv_2014_arbo_26_cle4c644c
64,"Surveillez vos parcelles, les conditions climatiques actuelles sont propices à ces ravageurs. Des foyers actifs de pucerons lanigères ont été observés dans les Yvelines et dans le Val d’Oise. L’activité des pucerons cendrés est en légère augmentation cette semaine. Pucerons Vert migrant Seuil 60% Vert 15% Lanigère cendré 10% 1% Données CTIFL Protection intégrée pommier - poirier 2006 Des auxiliaires comme les syrphes (larve), coccinelles ou chrysopes sont de bons prédateurs de pucerons, surveillez les, car ils sont déjà présents dans vos parcelles. Page 4 sur 8 Bulletin N° 26 du 28 mai 2014 L'hyponomeute du pommier – Yponomeuta malinellus Observations d’adultes d’hyponomeute dans différents pièges de tordeuse.",1,0,#tordeuse #puceron #hyponomeute du pommier ,bsv_2014_arbo_26_cle4c644c
65,"Ce sont des papillons allongés blancs, avec des points noirs sur les ailes (photo de gauche). Ils sont normalement présents de juin à Aout. Surveillez l'apparition des nids (voir photo de droite), pour les supprimer manuellement et les brûler. HF Croqueurs IdF Psylle -",1,0,#psylle ,bsv_2014_arbo_26_cle4c644c
66,Cacopsylla pyri Poirier Fredon IDF Les formes présentes sont principalement des adultes et des œufs de la deuxième génération. Les pluies ont fortement diminué les populations de psylles.,1,0,#psylle ,bsv_2014_arbo_26_cle4c644c
67,"Surveillez la présence d’auxiliaires, comme des anthocorides (photo à droite) ou les coccinelles, qui peuvent aider à réguler ces premières populations de psylle. Fredon idf Fredon IDF Feu bactérien – Erwinia amylovora La bactérie pénètre dans la plante par les fleurs, mais aussi par les extrémités de pousses en croissance et ainsi que par les blessures (photo de droite, symptôme de feu bactérien sur cotonéaster). Les",1,1,#psylle #erwinia amylovora ,bsv_2014_arbo_26_cle4c644c
68,"conditions climatiques favorables sont: • température maximale supérieure à 24 °C • température maximale supérieure à 21 °C et minimale supérieure à 12 °C le même jour avec une pluie ou une hygrométrie minimale de 2,5mm. Lors d'orages les conditions sont réunies pour potentiellement contaminer de nouvelles plantes. Réglementation : Étant donné le risque considérable que représente cette maladie en production fruitière et ornementale, la bactérie, Erwinia amylovora est considéré comme parasite de quarantaine pour la Communauté Européenne. Le feu bactérien est donc un parasite contre lequel la lutte est obligatoire en tout lieu et en tout temps (arrêté du 31 juillet 2000). Lorsqu'un foyer est décelé, une déclaration obligatoire de ce foyer doit être réalisée auprès du Service Régional de l'Alimentation (SRAl). Les abeilles butinent, protégeons les ! Respectez la réglementation « abeilles » et lisez attentivement la note nationale BSV 2012 sur les abeilles Pour en savoir plus : téléchargez la plaquette « Les abeilles butinent » ( butinent_2010_web.pdf) et la note nationale BSV « Les abeilles, des alliées pour nos cultures : protégeons-les ! » sur les sites Internet partenaires du réseau d'épidémiosurveillance des cultures ou sur www.itsap.asso.fr Prochain BSV, lundi 2",0,1,#erwinia amylovora ,bsv_2014_arbo_26_cle4c644c
71,combo combo combo combo combo Bulletin N° 26 du 28 mai 2014 sem 20 sem 21 sem Tordeuses de la pelure Eulia – Argyrotaenia pulchellana dpt commune 77 ussy sur marne 78 orgeval 78 vernouillet 95 groslay 95 saint martin du tertre Archips podana dpt commune 77 ussy sur marne 78 les alluets le roi 78 vernouillet 93 montreuil 95 groslay 95 saint martin total des captures depuis la pose des pièges sem 20 sem 21 sem total des captures depuis la pose des pièges sem 20 sem 21 sem 22 pose 18 Page 7 sur 8 Bulletin N° 26 du 28 mai 2014 Capua - Adoxophyes orana dpt commune 75 paris 1 77 ussy,1,0,#tordeuse ,bsv_2014_arbo_26_cle4c644c
72,sur marne 78 crespieres e 78 crespieres o 78 feucherolles e 78 feucherolles o 78 les alluets le roi 78 orgeval 78 saint nom 78 vernouillet 91 beauvais 91 cheptainville 91 leudeville 93 montreuil 95 attainville 95 ecouen 95 ezanville 95 le mesnil 95 Saint Brice sous foret 95 Saint martin du tertre total des captures depuis la pose des pièges sem 20 sem 21 sem Petite tordeuse – Cydia laborzewskii dpt commune 77 ussy sur marne 78 orgeval 78 vernouillet 95 groslay 95 villiers le sec total des captures depuis la pose des pièges sem 20 sem 21 sem Page 8 sur 8,1,0,#tordeuse ,bsv_2014_arbo_26_cle4c644c
74,"sont présentes respectivement sur Laitue – Batavia et sur Feuille de chêne. Analyse de risque et prévision Nous vous rappelons les mesures prophylactiques suivantes : les résidus de cultures, en particulier les systèmes racinaires, doivent être détruits et éliminés de l'abri. Ils ne doivent en aucun cas être enfouis dans le sol. La préparation de ce dernier est importante pour éviter le maintien régulier de flaques d'eau. Il faut aussi raisonner la fertilisation azotée et l'irrigation, et aérer au maximum les abris pour abaisser l'hygrométrie. ANIMATEUR FILIERE MALPEYRE Camille FREDON AQUITAINE email : c.malpeyre @fredon-aquitaine.org Directeur de publication : Dominique Graciet, Président de la Chambre régionale d'agriculture d'Aquitaine Cité mondiale 6, Parvis des Chartrons 33075 Bordeaux cedex Tél. Fax  Supervision : DRAAF / Service Régional de l'Alimentation Aquitaine 51, rue Kièser 33077 Bordeaux cedex Tél.  gouv.fr/ Bulletin de Santé du Végétal Aquitaine – Maraîchage – Pomme de terre N°3 – 06 mars 2015 1/ 5 Tomates • Tuta",0,0,,BSV_N_03-Maraichage_PDT-2015.03.06
